id,Name,CountryName,X,Y,Start time,End time,Duration,Class_label,N merged events,Temporal context start,Temporal context end,AND_6,AND_5,AND_4,AND_3,AND_2,AND_1,LMM_6,LMM_5,LMM_4,LMM_3,LMM_2,LMM_1,HM_6,HM_5,HM_4,HM_3,HM_2,HM_1,HMM_6,HMM_5,HMM_4,HMM_3,HMM_2,HMM_1,NM_6,NM_5,NM_4,NM_3,NM_2,NM_1,DM_6,DM_5,DM_4,DM_3,DM_2,DM_1,SH_6,SH_5,SH_4,SH_3,SH_2,SH_1,IM_6,IM_5,IM_4,IM_3,IM_2,IM_1,AND_Start,AND_End,AND_Duration,LMM_Start,LMM_End,LMM_Duration,HM_Start,HM_End,HM_Duration,HMM_Start,HMM_End,HMM_Duration,NM_Start,NM_End,NM_Duration,DM_Start,DM_End,DM_Duration,SH_Start,SH_End,SH_Duration,IM_Start,IM_End,IM_Duration
IT_low to medium morbidity_9_20-04-2020_28-06-2020,IT_low to medium morbidity_9_20-04-2020_28-06-2020,Italy,12.483333,41.9,20/04/2020,28/06/2020,70,low to medium morbidity,9,44077,20-04-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-5,2,0,0,0,-5,-1,5,0,0,0,-6,-4,3,-4,-1,4,0,0,0
IT_low to medium morbidity_7_17-08-2020_11-10-2020,IT_low to medium morbidity_7_17-08-2020_11-10-2020,Italy,12.483333,41.9,17/08/2020,44145,56,low to medium morbidity,7,43989,17-08-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IT_low to medium morbidity_5_17-05-2021_27-06-2021,IT_low to medium morbidity_5_17-05-2021_27-06-2021,Italy,12.483333,41.9,17/05/2021,27/06/2021,42,low to medium morbidity,5,44320,17-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-5,-1,5,0,0,0,0,0,0,-6,-5,2
IT_high morbidity_5_05-10-2020_15-11-2020,IT_high morbidity_5_05-10-2020_15-11-2020,Italy,12.483333,41.9,43961,15/11/2020,42,high morbidity,5,24-08-2020,43961,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IT_high morbidity_17_18-01-2021_23-05-2021,IT_high morbidity_17_18-01-2021_23-05-2021,Italy,12.483333,41.9,18/01/2021,23/05/2021,126,high morbidity,17,44024,18-01-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-5,-4,2,-6,-3,3,-6,-1,5
IT_high morbidity and mortality_5_16-03-2020_26-04-2020,IT_high morbidity and mortality_5_16-03-2020_26-04-2020,Italy,12.483333,41.9,16/03/2020,26/04/2020,42,high morbidity and mortality,5,43892,16-03-2020,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,2,-3,-1,3,0,0,0,0,0,0,-4,-2,3,-2,-1,2,0,0,0,0,0,0
IT_high morbidity and mortality_10_09-11-2020_24-01-2021,IT_high morbidity and mortality_10_09-11-2020_24-01-2021,Italy,12.483333,41.9,44085,24/01/2021,77,high morbidity and mortality,10,28-09-2020,44085,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JO_almost no disease_29_17-02-2020_13-09-2020,JO_almost no disease_29_17-02-2020_13-09-2020,Jordan,35.933334,31.95,17/02/2020,13/09/2020,210,almost no disease,29,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JO_low to medium morbidity_3_07-09-2020_04-10-2020,JO_low to medium morbidity_3_07-09-2020_04-10-2020,Jordan,35.933334,31.95,44021,43931,28,low to medium morbidity,3,27-07-2020,44021,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JO_low to medium morbidity_2_11-01-2021_31-01-2021,JO_low to medium morbidity_2_11-01-2021_31-01-2021,Jordan,35.933334,31.95,44501,31/01/2021,21,low to medium morbidity,2,30-11-2020,44501,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-1,-1,1,0,0,0,-6,-1,6,0,0,0
JO_low to medium morbidity_7_03-05-2021_27-06-2021,JO_low to medium morbidity_7_03-05-2021_27-06-2021,Jordan,35.933334,31.95,44260,27/06/2021,56,low to medium morbidity,7,22-03-2021,44260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,0,0,0,-6,-2,5,-2,-1,2
JO_high morbidity_15_28-09-2020_17-01-2021,JO_high morbidity_15_28-09-2020_17-01-2021,Jordan,35.933334,31.95,28/09/2020,17/01/2021,112,high morbidity,15,17-08-2020,28-09-2020,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JO_high morbidity_7_25-01-2021_21-03-2021,JO_high morbidity_7_25-01-2021_21-03-2021,Jordan,35.933334,31.95,25/01/2021,21/03/2021,56,high morbidity,7,14-12-2020,25-01-2021,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,-6,-2,5,0,0,0,-3,-1,3,0,0,0,-6,-3,4,0,0,0
JO_high morbidity_4_05-04-2021_09-05-2021,JO_high morbidity_4_05-04-2021_09-05-2021,Jordan,35.933334,31.95,44320,44444,35,high morbidity,4,22-02-2021,44320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,-6,-3,4,0,0,0,-3,-1,3,0,0,0
JO_high morbidity and mortality_3_15-03-2021_11-04-2021,JO_high morbidity and mortality_3_15-03-2021_11-04-2021,Jordan,35.933334,31.95,15/03/2021,44504,28,high morbidity and mortality,3,44198,15-03-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JP_almost no disease_38_17-02-2020_15-11-2020,JP_almost no disease_38_17-02-2020_15-11-2020,Japan,139.75,35.683334,17/02/2020,15/11/2020,273,almost no disease,38,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_almost no disease_4_22-02-2021_28-03-2021,JP_almost no disease_4_22-02-2021_28-03-2021,Japan,139.75,35.683334,22/02/2021,28/03/2021,35,almost no disease,4,44501,22-02-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JP_almost no disease_1_14-06-2021..27-06-2021,JP_almost no disease_1_14-06-2021..27-06-2021,Japan,139.75,35.683334,14/06/2021,27/06/2021,14,almost no disease,1,44260,14-06-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JP_low to medium morbidity_15_09-11-2020_28-02-2021,JP_low to medium morbidity_15_09-11-2020_28-02-2021,Japan,139.75,35.683334,44085,28/02/2021,112,low to medium morbidity,15,28-09-2020,44085,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
JP_low to medium morbidity_12_22-03-2021_20-06-2021,JP_low to medium morbidity_12_22-03-2021_20-06-2021,Japan,139.75,35.683334,22/03/2021,20/06/2021,91,low to medium morbidity,12,44410,22-03-2021,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_almost no disease_16_17-02-2020_14-06-2020,KG_almost no disease_16_17-02-2020_14-06-2020,Kyrgyzstan,74.6,42.866665,17/02/2020,14/06/2020,119,almost no disease,16,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG_almost no disease_2_31-08-2020_20-09-2020,KG_almost no disease_2_31-08-2020_20-09-2020,Kyrgyzstan,74.6,42.866665,31/08/2020,20/09/2020,21,almost no disease,2,20-07-2020,31-08-2020,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,-6,-5,2,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_almost no disease_6_01-02-2021_21-03-2021,KG_almost no disease_6_01-02-2021_21-03-2021,Kyrgyzstan,74.6,42.866665,44198,21/03/2021,49,almost no disease,6,21-12-2020,44198,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_low to medium morbidity_3_08-06-2020_05-07-2020,KG_low to medium morbidity_3_08-06-2020_05-07-2020,Kyrgyzstan,74.6,42.866665,44049,43958,28,low to medium morbidity,3,27-04-2020,44049,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,-6,-2,5
KG_low to medium morbidity_5_27-07-2020_06-09-2020,KG_low to medium morbidity_5_27-07-2020_06-09-2020,Kyrgyzstan,74.6,42.866665,27/07/2020,43991,42,low to medium morbidity,5,15-06-2020,27-07-2020,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_low to medium morbidity_20_14-09-2020_07-02-2021,KG_low to medium morbidity_20_14-09-2020_07-02-2021,Kyrgyzstan,74.6,42.866665,14/09/2020,44379,147,low to medium morbidity,20,43898,14-09-2020,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,-6,-2,5,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_low to medium morbidity_12_15-03-2021_13-06-2021,KG_low to medium morbidity_12_15-03-2021_13-06-2021,Kyrgyzstan,74.6,42.866665,15/03/2021,13/06/2021,91,low to medium morbidity,12,44198,15-03-2021,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-6,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KG_high morbidity_4_29-06-2020_02-08-2020,KG_high morbidity_4_29-06-2020_02-08-2020,Kyrgyzstan,74.6,42.866665,29/06/2020,43869,35,high morbidity,4,18-05-2020,29-06-2020,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,-6,-5,2
KG_high morbidity_2_07-06-2021_27-06-2021,KG_high morbidity_2_07-06-2021_27-06-2021,Kyrgyzstan,74.6,42.866665,44383,27/06/2021,21,high morbidity,2,26-04-2021,44383,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KR_almost no disease_41_17-02-2020_06-12-2020,KR_almost no disease_41_17-02-2020_06-12-2020,South Korea,126.98333,37.55,17/02/2020,43994,294,almost no disease,41,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR_almost no disease_24_04-01-2021_27-06-2021,KR_almost no disease_24_04-01-2021_27-06-2021,South Korea,126.98333,37.55,44287,27/06/2021,175,almost no disease,24,23-11-2020,44287,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KR_low to medium morbidity_5_30-11-2020_10-01-2021,KR_low to medium morbidity_5_30-11-2020_10-01-2021,South Korea,126.98333,37.55,30/11/2020,44470,42,low to medium morbidity,5,19-10-2020,30-11-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KW_almost no disease_6_17-02-2020_05-04-2020,KW_almost no disease_6_17-02-2020_05-04-2020,Kuwait,47.966667,29.366667,17/02/2020,43955,49,almost no disease,6,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW_low to medium morbidity_4_30-03-2020_03-05-2020,KW_low to medium morbidity_4_30-03-2020_03-05-2020,Kuwait,47.966667,29.366667,30/03/2020,43895,35,low to medium morbidity,4,17-02-2020,30-03-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,-1,-1,1,0,0,0
KW_low to medium morbidity_7_16-11-2020_10-01-2021,KW_low to medium morbidity_7_16-11-2020_10-01-2021,Kuwait,47.966667,29.366667,16/11/2020,44470,56,low to medium morbidity,7,43961,16-11-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KW_high morbidity_29_27-04-2020_22-11-2020,KW_high morbidity_29_27-04-2020_22-11-2020,Kuwait,47.966667,29.366667,27/04/2020,22/11/2020,210,high morbidity,29,16-03-2020,27-04-2020,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0
KW_high morbidity_24_04-01-2021_27-06-2021,KW_high morbidity_24_04-01-2021_27-06-2021,Kuwait,47.966667,29.366667,44287,27/06/2021,175,high morbidity,24,23-11-2020,44287,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KZ_almost no disease_12_17-02-2020_17-05-2020,KZ_almost no disease_12_17-02-2020_17-05-2020,Kazakhstan,71.416664,51.166668,17/02/2020,17/05/2020,91,almost no disease,12,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ_low to medium morbidity_6_11-05-2020_28-06-2020,KZ_low to medium morbidity_6_11-05-2020_28-06-2020,Kazakhstan,71.416664,51.166668,44140,28/06/2020,49,low to medium morbidity,6,30-03-2020,44140,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-3,3,-3,-1,3
KZ_low to medium morbidity_2_06-07-2020_26-07-2020,KZ_low to medium morbidity_2_06-07-2020_26-07-2020,Kazakhstan,71.416664,51.166668,43989,26/07/2020,21,low to medium morbidity,2,25-05-2020,43989,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6,-2,5,-2,-1,2,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-6,1
KZ_low to medium morbidity_32_03-08-2020_21-03-2021,KZ_low to medium morbidity_32_03-08-2020_21-03-2021,Kazakhstan,71.416664,51.166668,43898,21/03/2021,231,low to medium morbidity,32,22-06-2020,43898,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-2,4,-6,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KZ_low to medium morbidity_4_24-05-2021_27-06-2021,KZ_low to medium morbidity_4_24-05-2021_27-06-2021,Kazakhstan,71.416664,51.166668,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KZ_high morbidity_2_22-06-2020_12-07-2020,KZ_high morbidity_2_22-06-2020_12-07-2020,Kazakhstan,71.416664,51.166668,22/06/2020,44172,21,high morbidity,2,44140,22-06-2020,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-6,-6,1,-6,-1,6,0,0,0,0,0,0,-4,-1,4,0,0,0,0,0,0,-6,-4,3
KZ_high morbidity_2_20-07-2020_09-08-2020,KZ_high morbidity_2_20-07-2020_09-08-2020,Kazakhstan,71.416664,51.166668,20/07/2020,44082,21,high morbidity,2,44049,20-07-2020,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,5,-4,-2,3,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
KZ_high morbidity_9_22-03-2021_30-05-2021,KZ_high morbidity_9_22-03-2021_30-05-2021,Kazakhstan,71.416664,51.166668,22/03/2021,30/05/2021,70,high morbidity,9,44410,22-03-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-1,-1,1,-6,-1,6,0,0,0,0,0,0,0,0,0
KZ_high morbidity and mortality_1_15-03-2021..28-03-2021,KZ_high morbidity and mortality_1_15-03-2021..28-03-2021,Kazakhstan,71.416664,51.166668,15/03/2021,28/03/2021,14,high morbidity and mortality,1,44198,15-03-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LB_almost no disease_21_17-02-2020_19-07-2020,LB_almost no disease_21_17-02-2020_19-07-2020,Lebanon,35.5,33.866665,17/02/2020,19/07/2020,154,almost no disease,21,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LB_low to medium morbidity_8_13-07-2020_13-09-2020,LB_low to medium morbidity_8_13-07-2020_13-09-2020,Lebanon,35.5,33.866665,13/07/2020,13/09/2020,63,low to medium morbidity,8,43836,13-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-6,1
LB_low to medium morbidity_7_03-05-2021_27-06-2021,LB_low to medium morbidity_7_03-05-2021_27-06-2021,Lebanon,35.5,33.866665,44260,27/06/2021,56,low to medium morbidity,7,22-03-2021,44260,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LB_high morbidity_18_07-09-2020_17-01-2021,LB_high morbidity_18_07-09-2020_17-01-2021,Lebanon,35.5,33.866665,44021,17/01/2021,133,high morbidity,18,27-07-2020,44021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
LB_high morbidity_12_08-02-2021_09-05-2021,LB_high morbidity_12_08-02-2021_09-05-2021,Lebanon,35.5,33.866665,44410,44444,91,high morbidity,12,28-12-2020,44410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-4,3,-4,-1,4,-6,-5,2,-5,-3,3,0,0,0,-3,-1,3
LB_high morbidity and mortality_4_11-01-2021_14-02-2021,LB_high morbidity and mortality_4_11-01-2021_14-02-2021,Lebanon,35.5,33.866665,44501,14/02/2021,35,high morbidity and mortality,4,30-11-2020,44501,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,-1,-1,1,0,0,0,0,0,0
LT_almost no disease_5_17-02-2020_29-03-2020,LT_almost no disease_5_17-02-2020_29-03-2020,Lithuania,25.316668,54.683334,17/02/2020,29/03/2020,42,almost no disease,5,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
